instrument_code,post_date,sentiment,is_regarding_financial_report,is_sold_pur_shares
LASM,2016-02-04,0.0,0,0
LASM,2016-02-24,-0.0258,0,0
LASM,2016-02-25,0.4019,0,0
LASM,2016-05-31,0.0,1,0
LASM,2016-06-06,0.4767,0,0
LASM,2016-06-10,0.0772,0,0
LASM,2016-06-24,0.296,0,0
LASM,2016-07-28,-0.2263,1,0
LASM,2016-08-11,-0.4215,0,0
LASM,2016-08-16,0.0,1,0
LASM,2016-10-26,-0.2263,0,0
LASM,2016-10-28,0.296,0,0
LASM,2017-02-09,0.0,1,0
LASM,2017-05-30,0.2053,0,0
LASM,2017-06-20,0.4767,0,0
LASM,2017-07-05,0.3612,0,0
LASM,2017-07-24,-0.2263,0,0
LASM,2017-07-27,-0.2263,0,0
LASM,2017-08-11,0.0,1,0
LASM,2017-11-03,0.0,1,0
LASM,2018-01-26,-0.4215,0,0
LASM,2018-02-09,0.0,1,0
LASM,2018-02-26,0.4588,0,1
LASM,2018-05-30,0.0,1,0
LASM,2018-06-06,-0.0516,0,0
LASM,2018-07-24,-0.5106,0,0
LASM,2018-07-25,0.4767,0,0
LASM,2018-07-27,0.0,1,0
LASM,2018-07-31,-0.2263,1,0
LASM,2018-08-03,-0.2263,0,0
LASM,2018-08-08,0.3612,0,0
LASM,2018-11-08,0.0,1,0
LASM,2019-02-06,0.0,1,0
LASM,2019-03-12,0.0516,0,0
LASM,2019-05-07,0.1779,0,0
LASM,2019-05-22,0.296,0,0
LASM,2019-05-30,0.0,0,0
LASM,2019-06-04,0.4767,0,0
LASM,2019-06-12,0.3612,0,0
LASM,2019-07-29,-0.21075,0,0
LASM,2019-08-02,-0.2263,1,0
LASM,2019-09-26,0.4588,0,1
LASM,2019-10-30,0.0,1,0
LASM,2020-02-06,0.0,1,0
LASM,2020-02-27,0.0772,0,1
LASM,2020-05-29,0.0,1,0
LASM,2020-06-18,0.4767,0,0
LASM,2020-06-30,0.3612,0,0
LASM,2020-07-28,0.0,1,0
LASM,2020-07-29,0.0,1,0
LASM,2020-08-21,-0.2263,0,0
LASM,2020-09-22,-0.2263,0,0
LASM,2020-11-08,0.0,1,0
LUMBER,2020-03-11,0.0,1,0
LUMBER,2020-07-03,-0.4939,1,0
LUMBER,2020-07-15,0.0,1,0
LUMBER,2020-08-20,0.0,0,0
LUMBER,2020-08-24,0.0,1,0
LUMBER,2020-09-11,0.0,1,0
LUMBER,2020-11-25,-0.2263,0,0
LUMBER,2020-12-08,0.0772,0,0
LUMBER,2020-12-09,0.0,1,0
LUMBER,2020-12-31,0.4588,0,0
MAILPAC,2019-12-06,0.0,0,0
MAILPAC,2019-12-23,0.0772,0,1
MAILPAC,2019-12-24,0.0772,0,1
MAILPAC,2019-12-30,0.4588,0,1
MAILPAC,2020-01-10,-0.2263,1,0
MAILPAC,2020-02-14,0.0,1,0
MAILPAC,2020-03-03,0.296,0,0
MAILPAC,2020-04-15,0.2732,1,0
MAILPAC,2020-05-08,0.4215,0,0
MAILPAC,2020-05-11,0.0,1,0
MAILPAC,2020-06-25,-0.2263,0,0
MAILPAC,2020-07-02,-0.0258,0,0
MAILPAC,2020-07-22,0.6369,0,1
MAILPAC,2020-08-10,0.0,1,0
MAILPAC,2020-08-27,0.296,0,1
MAILPAC,2020-09-14,-0.2263,0,0
MAILPAC,2020-09-21,-0.0258,0,0
MAILPAC,2020-11-09,-0.2263,1,0
MAILPAC,2020-11-20,0.0772,0,1
MAILPAC,2020-12-22,0.4588,0,1
MDS,2016-02-12,-0.2263,1,0
MDS,2016-03-04,0.0772,0,1
MDS,2016-03-29,-0.2263,0,0
MDS,2016-04-06,0.0772,0,0
MDS,2016-05-31,0.0,1,0
MDS,2016-07-29,-0.4417,1,0
MDS,2016-08-04,0.0,1,0
MDS,2016-08-11,-0.2263,0,0
MDS,2016-08-24,0.0,1,0
MDS,2016-08-26,-0.0258,0,0
MDS,2016-09-22,-0.2263,0,0
MDS,2016-09-26,0.0772,0,1
MDS,2016-11-04,0.0,1,0
MDS,2017-02-01,-0.2263,0,0
MDS,2017-02-13,-0.0258,0,0
MDS,2017-02-14,0.0,1,0
MDS,2017-05-30,0.0,1,0
MDS,2017-06-08,0.0772,0,1
MDS,2017-06-13,0.0772,0,1
MDS,2017-08-03,0.0,1,0
MDS,2017-09-06,0.0,1,0
MDS,2017-09-08,-0.2263,0,0
MDS,2017-10-26,0.0772,0,1
MDS,2017-11-09,0.0,1,0
MDS,2017-11-14,0.0772,0,1
MDS,2018-02-13,0.0,1,0
MDS,2018-05-30,0.0,1,0
MDS,2018-07-13,-0.2263,0,0
MDS,2018-07-18,-0.2263,0,0
MDS,2018-08-03,-0.08403333333333333,0,0
MDS,2018-08-25,0.0,1,0
MDS,2018-10-16,0.3182,0,0
MDS,2018-11-12,0.0,1,0
MDS,2018-12-13,0.0772,0,1
MDS,2018-12-20,0.0772,0,1
MDS,2019-02-14,0.0,1,0
MDS,2019-03-21,0.0772,0,1
MDS,2019-05-30,0.0,0,0
MDS,2019-07-03,0.8126,0,0
MDS,2019-07-19,-0.2263,0,0
MDS,2019-07-30,-0.0258,0,0
MDS,2019-08-05,0.0,0,0
MDS,2019-08-27,-0.21075,0,0
MDS,2019-10-14,0.0772,0,1
MDS,2019-11-11,0.0,0,0
MDS,2020-02-13,0.0,0,0
MDS,2020-02-17,-0.2263,0,0
MDS,2020-04-06,-0.2263,0,0
MDS,2020-05-18,-0.82485,1,0
MDS,2020-07-16,0.0,0,0
MDS,2020-07-17,0.0,1,0
MDS,2020-07-31,-0.2263,0,0
MDS,2020-08-14,-0.2263,1,0
MDS,2020-09-04,-0.2263,0,0
MDS,2020-09-08,0.0,1,0
MDS,2020-10-06,0.4588,0,0
MDS,2020-11-07,0.0,0,0
MEEG,2017-06-06,0.2263,0,0
MEEG,2017-06-20,0.0,1,0
MEEG,2017-09-13,0.0,1,0
MEEG,2017-09-29,0.7717,0,1
MEEG,2018-01-02,0.2263,1,0
MEEG,2018-02-27,0.0,0,0
MEEG,2018-03-01,0.4215,0,0
MEEG,2018-03-20,0.0,1,0
MEEG,2018-06-13,0.0,1,0
MEEG,2018-09-12,0.0,1,0
MEEG,2018-12-27,0.2263,0,0
MEEG,2018-12-28,0.2023,1,0
MEEG,2019-01-18,0.4767,0,0
MEEG,2019-02-27,0.21075,0,0
MEEG,2019-03-14,0.0,1,0
MEEG,2019-06-14,0.0,1,0
MEEG,2019-09-13,0.2023,1,0
MEEG,2019-10-29,0.0772,0,0
MEEG,2019-12-30,0.2023,1,0
MEEG,2020-02-17,0.2263,0,0
MEEG,2020-02-21,0.2263,0,0
MEEG,2020-03-13,0.2023,1,0
MEEG,2020-03-17,0.0,1,0
MEEG,2020-03-20,0.0,0,0
MEEG,2020-06-12,0.2023,1,0
MEEG,2020-09-11,0.2023,1,0
MEEG,2020-11-09,0.4215,0,0
MEEG,2020-12-30,0.2023,1,0
MIL,2016-02-29,0.0,1,0
MIL,2016-03-01,0.6369,0,1
MIL,2016-03-02,0.0772,0,1
MIL,2016-03-04,0.4588,0,1
MIL,2016-03-07,0.4588,0,1
MIL,2016-03-10,0.4588,0,1
MIL,2016-03-11,0.4588,0,1
MIL,2016-03-21,0.765,0,1
MIL,2016-03-30,0.4588,0,1
MIL,2016-03-31,0.5181666666666667,0,1
MIL,2016-04-04,0.11624999999999999,0,0
MIL,2016-04-08,0.268,0,0
MIL,2016-04-18,0.0,1,0
MIL,2016-04-29,-0.2263,1,0
MIL,2016-05-05,0.4588,0,1
MIL,2016-05-06,0.62165,0,1
MIL,2016-05-11,0.4588,0,1
MIL,2016-05-18,-0.1531,0,0
MIL,2016-06-01,0.4588,0,1
MIL,2016-06-03,0.4588,0,1
MIL,2016-07-01,0.2165,0,0
MIL,2016-08-02,-0.2263,1,0
MIL,2016-08-12,0.0772,0,1
MIL,2016-08-17,0.3612,0,1
MIL,2016-08-23,0.3612,0,1
MIL,2016-08-25,0.0772,0,1
MIL,2016-08-29,0.3612,0,1
MIL,2016-08-30,0.0772,0,1
MIL,2016-09-01,0.5994,0,1
MIL,2016-09-02,0.4588,0,1
MIL,2016-09-05,0.4588,0,1
MIL,2016-09-16,0.4588,0,1
MIL,2016-09-27,0.4588,0,1
MIL,2016-10-19,0.0,1,0
MIL,2016-10-21,0.4588,0,1
MIL,2016-10-26,0.4588,0,1
MIL,2016-10-27,0.4588,0,1
MIL,2016-11-01,0.4588,0,1
MIL,2016-11-14,0.4588,0,1
MIL,2016-12-12,0.7845,0,1
MIL,2016-12-14,0.6369,0,1
MIL,2016-12-15,0.4588,0,1
MIL,2016-12-20,0.4588,0,1
MIL,2016-12-23,0.4588,0,1
MIL,2016-12-29,0.4588,0,1
MIL,2016-12-30,0.4588,0,1
MIL,2017-01-24,0.7269,0,0
MIL,2017-01-27,0.4767,0,0
MIL,2017-01-31,0.6808,0,0
MIL,2017-02-02,0.5267,0,0
MIL,2017-03-01,0.0,1,0
MIL,2017-03-06,0.4588,0,1
MIL,2017-03-10,0.4588,0,1
MIL,2017-03-20,0.4588,0,1
MIL,2017-03-27,0.0772,0,1
MIL,2017-03-28,0.4588,0,1
MIL,2017-04-03,0.4588,0,1
MIL,2017-04-28,-0.11315,0,0
MIL,2017-05-01,0.0,1,0
MIL,2017-05-02,-0.2263,0,0
MIL,2017-05-09,0.0772,0,0
MIL,2017-05-10,0.4588,0,1
MIL,2017-05-12,0.4588,0,1
MIL,2017-05-19,0.4588,0,1
MIL,2017-05-22,0.4588,0,1
MIL,2017-05-31,0.4588,0,1
MIL,2017-06-02,0.4588,0,1
MIL,2017-06-07,0.4588,0,1
MIL,2017-06-20,0.4588,0,1
MIL,2017-06-23,0.4588,0,1
MIL,2017-06-30,0.4588,0,1
MIL,2017-07-03,0.4588,0,1
MIL,2017-07-12,-0.4215,0,0
MIL,2017-07-14,0.1531,0,0
MIL,2017-08-14,0.0,1,0
MIL,2017-08-21,0.4588,0,1
MIL,2017-08-23,0.4588,0,1
MIL,2017-08-24,0.4588,0,1
MIL,2017-08-25,0.4588,0,1
MIL,2017-09-01,0.4588,0,1
MIL,2017-09-05,0.7845,0,1
MIL,2017-09-07,0.4588,0,1
MIL,2017-09-11,0.4588,0,1
MIL,2017-10-18,-0.2263,0,0
MIL,2017-11-01,0.0,1,0
MIL,2017-11-02,0.296,0,0
MIL,2017-11-07,0.4404,0,0
MIL,2017-11-08,0.46775,0,0
MIL,2017-11-13,0.8442,0,1
MIL,2017-11-14,0.4588,0,1
MIL,2017-11-20,0.4588,0,1
MIL,2017-11-30,0.4588,0,1
MIL,2017-12-01,0.54785,0,1
MIL,2017-12-05,0.4588,0,1
MIL,2017-12-07,0.4588,0,1
MIL,2017-12-12,0.4588,0,1
MIL,2017-12-13,0.4588,0,1
MIL,2017-12-19,0.4588,0,1
MIL,2017-12-22,-0.2263,0,0
MIL,2017-12-28,-0.2263,0,0
MIL,2017-12-29,0.5574,0,0
MIL,2018-01-03,0.01865,0,0
MIL,2018-01-08,0.296,0,0
MIL,2018-01-24,0.4215,0,0
MIL,2018-02-06,-0.5719,0,0
MIL,2018-03-02,-0.2263,1,0
MIL,2018-03-15,0.0,1,0
MIL,2018-03-22,0.7845,0,1
MIL,2018-03-23,0.4588,0,1
MIL,2018-03-26,0.4588,0,1
MIL,2018-03-27,0.4588,0,1
MIL,2018-04-03,0.7845,0,1
MIL,2018-04-06,0.6369,0,1
MIL,2018-04-18,0.0,1,0
MIL,2018-04-26,0.4588,0,1
MIL,2018-04-30,0.0,1,0
MIL,2018-05-02,0.54785,0,1
MIL,2018-05-03,0.4588,0,1
MIL,2018-05-04,-0.2263,0,0
MIL,2018-05-17,0.6369,0,1
MIL,2018-05-18,0.7845,0,1
MIL,2018-05-23,0.4588,0,1
MIL,2018-06-22,0.4588,0,1
MIL,2018-06-28,0.4588,0,1
MIL,2018-07-10,-0.1531,0,0
MIL,2018-07-12,0.0772,0,0
MIL,2018-07-13,0.4588,0,1
MIL,2018-07-31,0.0,1,0
MIL,2018-08-03,0.4588,0,1
MIL,2018-08-07,0.6369,0,1
MIL,2018-08-08,0.4588,0,1
MIL,2018-08-13,0.6369,0,1
MIL,2018-08-15,0.4588,0,1
MIL,2018-08-16,0.6369,0,1
MIL,2018-08-21,0.4588,0,1
MIL,2018-08-23,0.6369,0,1
MIL,2018-08-28,0.6369,0,1
MIL,2018-09-05,0.4588,0,1
MIL,2018-09-06,0.4588,0,1
MIL,2018-09-07,0.4588,0,1
MIL,2018-09-12,0.4588,0,1
MIL,2018-09-13,0.4588,0,1
MIL,2018-09-18,0.6475500000000001,0,0
MIL,2018-09-19,0.4588,0,1
MIL,2018-09-28,0.4588,0,1
MIL,2018-10-01,0.6369,0,1
MIL,2018-10-04,-0.4588,0,0
MIL,2018-11-01,0.0,1,0
MIL,2018-11-05,0.4588,0,1
MIL,2018-11-08,0.4588,0,1
MIL,2018-11-12,0.15293333333333334,0,0
MIL,2018-11-15,0.4588,0,1
MIL,2018-11-20,0.4588,0,1
MIL,2018-11-21,0.4588,0,1
MIL,2018-12-10,0.6369,0,1
MIL,2018-12-12,0.6369,0,1
MIL,2018-12-28,0.4588,0,1
MIL,2018-12-31,0.4588,0,1
MIL,2019-03-04,-0.4215,1,0
MIL,2019-03-13,0.0772,0,1
MIL,2019-03-14,0.4588,0,1
MIL,2019-03-15,0.4588,0,1
MIL,2019-03-18,0.4588,0,1
MIL,2019-03-20,0.7845,0,1
MIL,2019-03-22,0.4588,0,1
MIL,2019-03-25,0.4588,0,1
MIL,2019-03-28,0.35705000000000003,0,1
MIL,2019-03-29,0.0772,0,1
MIL,2019-04-03,0.6369,0,1
MIL,2019-04-04,0.5267,0,0
MIL,2019-05-01,-0.0386,0,0
MIL,2019-05-03,0.4588,0,1
MIL,2019-05-07,-0.11476666666666667,0,0
MIL,2019-05-08,0.4588,0,1
MIL,2019-05-09,0.4588,0,1
MIL,2019-05-16,0.4767,0,0
MIL,2019-05-21,0.4588,0,1
MIL,2019-05-22,-0.4215,0,0
MIL,2019-05-27,0.2023,0,0
MIL,2019-06-07,0.1027,1,0
MIL,2019-06-11,0.6369,0,1
MIL,2019-06-12,0.23043333333333335,0,0
MIL,2019-06-14,0.2552,0,0
MIL,2019-06-17,0.4588,0,1
MIL,2019-06-20,0.268,0,0
MIL,2019-06-21,0.7845,0,1
MIL,2019-06-25,0.4588,0,1
MIL,2019-06-27,0.4588,0,1
MIL,2019-07-26,0.0,1,0
MIL,2019-08-07,0.7845,0,1
MIL,2019-08-12,0.4588,0,1
MIL,2019-08-14,0.0772,0,1
MIL,2019-08-16,0.7845,0,1
MIL,2019-08-19,0.4588,0,1
MIL,2019-08-20,0.4588,0,1
MIL,2019-08-22,0.4588,0,1
MIL,2019-08-28,0.4588,0,1
MIL,2019-09-02,0.4588,0,1
MIL,2019-09-03,0.4588,0,1
MIL,2019-09-04,0.4588,0,1
MIL,2019-09-09,0.4588,0,1
MIL,2019-09-11,0.4588,0,1
MIL,2019-09-23,0.4588,0,1
MIL,2019-09-26,0.4588,0,1
MIL,2019-09-30,0.4588,0,1
MIL,2019-10-31,0.0,1,0
MIL,2019-11-14,0.4588,0,1
MIL,2019-11-20,0.4588,0,1
MIL,2019-11-22,-0.2263,0,0
MIL,2019-11-25,0.4588,0,1
MIL,2019-11-26,0.268,0,0
MIL,2019-12-02,0.4588,0,1
MIL,2019-12-03,0.4588,0,1
MIL,2019-12-06,0.4588,0,1
MIL,2019-12-13,0.296,0,0
MIL,2019-12-16,0.4588,0,1
MIL,2019-12-24,0.4588,0,1
MIL,2019-12-30,0.6369,0,1
MIL,2019-12-31,-0.0516,0,0
MIL,2020-01-02,0.2036,0,0
MIL,2020-01-21,0.7184,0,0
MIL,2020-02-18,0.6908,0,0
MIL,2020-02-24,0.4019,0,0
MIL,2020-02-27,0.4019,0,0
MIL,2020-02-28,-0.0258,1,0
MIL,2020-03-09,0.4588,0,1
MIL,2020-03-17,0.4588,0,1
MIL,2020-03-20,-0.2263,0,0
MIL,2020-04-06,0.0772,0,0
MIL,2020-04-29,-0.2263,1,0
MIL,2020-05-18,-0.4019,1,0
MIL,2020-05-29,0.5994,0,1
MIL,2020-06-02,0.4588,0,1
MIL,2020-06-12,0.0772,0,1
MIL,2020-06-29,0.4588,0,1
MIL,2020-07-09,-0.0516,0,0
MIL,2020-07-21,-0.1027,1,0
MIL,2020-08-13,-0.0516,0,0
MIL,2020-08-21,0.6486,0,0
MIL,2020-08-25,0.0258,0,0
MIL,2020-08-26,0.4588,0,1
MIL,2020-08-27,0.4588,0,1
MIL,2020-09-29,0.6369,0,1
MIL,2020-10-01,0.4588,0,1
MIL,2020-10-12,-0.0516,0,0
MIL,2020-10-14,0.296,0,0
MIL,2020-10-28,0.296,0,0
MIL,2020-11-03,-0.2263,0,0
MIL,2020-11-04,-0.2263,1,0
MIL,2020-11-27,0.4588,0,1
MIL,2020-12-07,0.4588,0,1
MIL,2020-12-14,0.4588,0,1
MIL,2020-12-30,0.0772,0,1
MJE,2018-08-03,0.4588,0,1
MJE,2018-08-08,0.4588,0,1
MJE,2018-08-14,0.6369,0,1
MJE,2018-08-16,0.7376499999999999,0,1
MJE,2018-08-21,0.4588,0,1
MJE,2018-08-23,0.4588,0,0
MJE,2018-08-28,0.6369,0,0
MJE,2018-08-29,0.62165,0,1
MJE,2018-08-30,0.54785,0,0
MJE,2018-08-31,0.6369,0,0
MJE,2018-09-04,0.6369,0,0
MJE,2018-09-06,0.6369,0,0
MJE,2018-09-07,0.54785,0,0
MJE,2018-09-11,0.6369,0,0
MJE,2018-09-12,0.54785,0,0
MJE,2018-09-13,0.6369,0,0
MJE,2018-09-14,0.7107,0,0
MJE,2018-09-18,0.4588,0,1
MJE,2018-09-19,0.5775333333333333,0,0
MJE,2018-09-20,0.6369,0,0
MJE,2018-09-25,0.6369,0,0
MJE,2018-09-28,0.6369,0,0
MJE,2018-10-01,0.4588,0,1
MJE,2018-10-03,0.5056666666666666,0,0
MJE,2018-10-04,0.038500000000000006,0,0
MJE,2018-10-05,0.6369,0,0
MJE,2018-10-08,0.6369,0,0
MJE,2018-10-10,0.0,1,0
MJE,2018-10-11,-0.3818,0,0
MJE,2018-10-12,0.4588,0,1
MJE,2018-10-16,0.4588,0,1
MJE,2018-10-19,0.4588,0,1
MJE,2018-10-22,0.6369,0,0
MJE,2018-10-23,0.6369,0,0
MJE,2018-10-24,0.6369,0,0
MJE,2018-10-26,0.4588,0,1
MJE,2018-10-29,0.6369,0,0
MJE,2018-10-30,0.6369,0,0
MJE,2018-11-01,0.6369,0,0
MJE,2018-11-02,0.7107,0,0
MJE,2018-11-05,0.54785,0,0
MJE,2018-11-07,0.6369,0,0
MJE,2018-11-08,0.6369,0,0
MJE,2018-11-09,0.6369,0,0
MJE,2018-11-12,0.54785,0,0
MJE,2018-11-15,0.5775333333333333,0,0
MJE,2018-11-16,0.6369,0,0
MJE,2018-11-19,0.6369,0,0
MJE,2018-11-20,0.4588,0,1
MJE,2018-11-21,0.54785,0,0
MJE,2018-11-27,0.4588,0,1
MJE,2018-11-28,0.54785,0,0
MJE,2018-11-29,0.6369,0,0
MJE,2018-12-03,0.4588,0,1
MJE,2018-12-04,0.6369,0,0
MJE,2018-12-05,0.6369,0,0
MJE,2018-12-07,0.7845,0,1
MJE,2018-12-10,0.4588,0,1
MJE,2018-12-13,0.6369,0,0
MJE,2018-12-14,0.6369,0,0
MJE,2018-12-17,0.6369,0,0
MJE,2018-12-18,0.6369,0,0
MJE,2018-12-19,0.6369,0,0
MJE,2018-12-20,0.6369,0,1
MJE,2018-12-21,0.6369,0,0
MJE,2018-12-24,0.6369,0,0
MJE,2018-12-31,0.6369,0,0
MJE,2019-01-07,0.6369,0,0
MJE,2019-01-09,0.6369,0,0
MJE,2019-01-10,0.6369,0,0
MJE,2019-01-17,0.6369,0,0
MJE,2019-01-29,0.6369,0,0
MJE,2019-02-04,0.6369,0,0
MJE,2019-02-06,0.6369,0,0
MJE,2019-02-08,0.6369,0,0
MJE,2019-02-12,0.6369,0,0
MJE,2019-02-15,0.7269,0,0
MJE,2019-02-18,0.6369,0,0
MJE,2019-02-20,0.7269,0,0
MJE,2019-02-27,0.7269,0,0
MJE,2019-02-28,0.2023,1,0
MJE,2019-03-04,0.66315,0,0
MJE,2019-03-05,-0.2263,0,0
MJE,2019-03-08,0.4588,0,1
MJE,2019-03-11,0.7269,0,0
MJE,2019-03-14,0.0772,0,0
MJE,2019-03-15,0.7845,0,1
MJE,2019-03-18,0.67328,0,0
MJE,2019-03-20,0.7461000000000001,0,0
MJE,2019-03-22,0.6375333333333333,0,0
MJE,2019-03-28,0.4588,0,1
MJE,2019-04-02,0.5994,0,0
MJE,2019-04-04,0.7269,0,0
MJE,2019-04-12,0.7269,0,0
MJE,2019-04-15,0.7269,0,0
MJE,2019-04-16,0.0,1,0
MJE,2019-04-18,0.4588,0,1
MJE,2019-04-23,0.7269,0,0
MJE,2019-04-24,0.4588,0,1
MJE,2019-04-25,0.4588,0,1
MJE,2019-04-30,0.4421,0,0
MJE,2019-05-01,0.10770000000000002,0,0
MJE,2019-05-02,0.6375333333333333,0,0
MJE,2019-05-03,0.4588,0,1
MJE,2019-05-08,0.4588,0,1
MJE,2019-05-10,0.59285,0,0
MJE,2019-05-13,0.4588,0,1
MJE,2019-05-16,0.6375333333333333,0,0
MJE,2019-05-20,0.4588,0,1
MJE,2019-05-21,0.4588,0,1
MJE,2019-05-22,0.7269,0,0
MJE,2019-05-27,0.59285,0,0
MJE,2019-05-30,0.7269,0,0
MJE,2019-06-03,0.7269,0,0
MJE,2019-06-04,0.6369,0,1
MJE,2019-06-07,0.659875,0,0
MJE,2019-06-11,0.4588,0,1
MJE,2019-06-12,0.4588,0,1
MJE,2019-06-17,0.7845,0,1
MJE,2019-06-18,0.7269,0,0
MJE,2019-06-20,0.4588,0,1
MJE,2019-06-21,0.4588,0,1
MJE,2019-06-26,0.7269,0,0
MJE,2019-07-03,0.7269,0,0
MJE,2019-07-05,0.7845,0,1
MJE,2019-07-11,0.0,1,0
MJE,2019-07-12,0.7269,0,0
MJE,2019-07-15,0.7269,0,0
MJE,2019-07-16,0.4588,0,1
MJE,2019-07-17,0.7269,0,0
MJE,2019-07-19,0.7269,0,0
MJE,2019-07-23,0.4588,0,1
MJE,2019-07-25,0.4588,0,1
MJE,2019-07-26,0.6369,0,1
MJE,2019-07-31,0.59285,0,0
MJE,2019-08-02,0.7269,0,0
MJE,2019-08-07,0.77925,0,0
MJE,2019-08-16,0.4588,0,1
MJE,2019-08-22,0.4588,0,1
MJE,2019-08-30,0.7269,0,0
MJE,2019-09-02,0.4588,0,1
MJE,2019-09-09,0.7044,0,0
MJE,2019-09-17,0.4588,0,1
MJE,2019-09-23,0.6375333333333333,0,0
MJE,2019-09-30,0.4588,0,1
MJE,2019-10-02,0.4588,0,1
MJE,2019-10-07,0.7269,0,0
MJE,2019-10-09,0.5994,0,0
MJE,2019-10-10,0.5994,0,0
MJE,2019-10-22,0.5994,0,0
MJE,2019-11-01,0.5994,0,0
MJE,2019-11-06,0.4588,0,0
MJE,2019-11-08,0.0,1,0
MJE,2019-11-11,0.4588,0,0
MJE,2019-11-15,0.4588,0,1
MJE,2019-11-22,0.4588,0,1
MJE,2019-11-25,0.4588,0,1
MJE,2019-11-27,0.4588,0,1
MJE,2019-12-02,0.7845,0,1
MJE,2019-12-04,0.7845,0,1
MJE,2019-12-05,0.6369,0,1
MJE,2019-12-06,0.4588,0,1
MJE,2019-12-11,0.45879999999999993,0,0
MJE,2019-12-17,0.4588,0,0
MJE,2019-12-19,0.45879999999999993,0,0
MJE,2019-12-24,0.4588,0,0
MJE,2019-12-31,0.4588,0,1
MJE,2020-01-02,0.4588,0,1
MJE,2020-02-07,0.4588,0,0
MJE,2020-02-27,0.4588,0,0
MJE,2020-02-28,0.4939,1,0
MJE,2020-03-27,-0.2263,0,0
MJE,2020-03-30,0.4588,0,1
MJE,2020-03-31,0.4588,0,0
MJE,2020-04-06,0.45879999999999993,0,0
MJE,2020-04-09,0.45879999999999993,0,0
MJE,2020-04-15,0.4588,0,0
MJE,2020-04-16,0.4588,0,0
MJE,2020-04-17,0.4588,0,0
MJE,2020-04-20,0.4588,0,0
MJE,2020-04-21,0.4588,0,0
MJE,2020-04-23,0.4588,0,0
MJE,2020-04-24,0.4588,0,0
MJE,2020-04-28,0.4588,0,0
MJE,2020-04-29,0.268,0,0
MJE,2020-05-01,0.39135,1,0
MJE,2020-05-04,0.4588,0,0
MJE,2020-05-06,0.4588,0,0
MJE,2020-05-08,0.4588,0,0
MJE,2020-05-12,0.4588,0,0
MJE,2020-05-13,0.7845,0,1
MJE,2020-05-14,0.4588,0,0
MJE,2020-05-20,0.4588,0,0
MJE,2020-05-21,0.45879999999999993,0,0
MJE,2020-05-26,0.45879999999999993,0,0
MJE,2020-05-29,0.4588,0,1
MJE,2020-06-02,0.4588,0,1
MJE,2020-06-03,0.4588,0,0
MJE,2020-06-05,0.45879999999999993,0,0
MJE,2020-06-10,0.4588,0,0
MJE,2020-06-11,0.4588,0,1
MJE,2020-06-12,0.0,1,0
MJE,2020-06-15,0.4588,0,0
MJE,2020-06-19,0.4588,0,0
MJE,2020-06-24,0.4588,0,1
MJE,2020-06-25,0.4588,0,1
MJE,2020-06-30,0.4588,0,0
MJE,2020-07-03,0.4588,0,0
MJE,2020-07-09,0.503325,0,0
MJE,2020-07-17,0.45879999999999993,0,0
MJE,2020-07-22,0.4215,1,0
MJE,2020-08-11,0.4588,0,1
MJE,2020-08-17,0.4588,0,0
MJE,2020-08-19,0.4588,0,0
MJE,2020-08-20,0.4588,0,0
MJE,2020-08-27,0.4588,0,0
MJE,2020-08-28,0.45880000000000004,0,0
MJE,2020-09-02,0.4588,0,1
MJE,2020-09-07,0.4588,0,0
MJE,2020-09-08,0.45879999999999993,0,0
MJE,2020-09-09,0.4588,0,1
MJE,2020-09-14,0.4588,0,0
MJE,2020-09-17,0.2023,0,0
MJE,2020-10-01,0.4588,0,1
MJE,2020-11-09,-0.0516,0,0
MJE,2020-11-11,0.2023,1,0
MJE,2020-11-19,0.4588,0,1
MJE,2020-11-30,0.4588,0,1
MJE,2020-12-03,0.4588,0,1
MJE,2020-12-14,0.4588,0,1
MJE,2020-12-16,0.5923750000000001,0,0
MJE,2020-12-21,0.6369,0,0
MJE,2020-12-22,0.6861,0,0
MJE,2020-12-24,0.6369,0,0
MJE,2020-12-30,0.4588,0,1
MPCCEL,2019-01-16,0.8126,0,0
MPCCEL,2019-04-03,0.8316,0,0
MPCCEL,2019-05-16,0.0,1,0
MPCCEL,2019-05-27,0.8225,0,0
MPCCEL,2019-06-21,0.7964,0,0
MPCCEL,2019-08-13,0.0,1,0
MPCCEL,2019-08-22,0.4404,0,0
MPCCEL,2019-08-28,0.6249,0,0
MPCCEL,2019-08-30,0.5719,0,0
MPCCEL,2019-10-25,0.4404,0,0
MPCCEL,2019-10-31,0.0,1,0
MPCCEL,2019-11-05,0.0,0,0
MPCCEL,2019-12-16,0.4404,0,0
MPCCEL,2019-12-24,0.7003,0,0
MPCCEL,2020-01-10,0.7003,0,0
MPCCEL,2020-01-30,0.8519,0,0
MPCCEL,2020-01-31,0.8442,0,0
MPCCEL,2020-02-13,0.296,1,0
MPCCEL,2020-04-02,0.0,1,0
MPCCEL,2020-06-05,0.7783,0,1
MPCCEL,2020-07-08,0.0,1,0
MPCCEL,2020-07-09,0.4657,0,0
MPCCEL,2020-07-14,0.7783,0,1
MPCCEL,2020-07-17,0.7783,0,1
MPCCEL,2020-07-21,0.4405,0,0
MPCCEL,2020-07-22,0.63375,0,0
MPCCEL,2020-07-28,0.0,1,0
