Date,Open,High,Low,Close,Volume
2006-10-12,6.52,6.53,6.3,6.3,528923
2006-10-13,6.3,6.3,6.3,6.3,15059
2006-10-17,6.3,6.4,6.4,6.4,7025
2006-10-18,6.4,6.4,6.35,6.35,7612
2006-10-19,6.35,6.4,6.3,6.4,342447
2006-10-20,6.4,6.41,6.4,6.41,9600
2006-10-23,6.41,6.53,6.5,6.5,90200
2006-10-24,6.5,6.7,6.5,6.5,4485
2006-10-25,6.5,6.7,6.5,6.5,20000
2006-10-26,6.5,6.5,6.5,6.5,20850
2006-10-27,6.5,6.55,6.45,6.45,78292
2006-10-30,6.45,6.5,6.4,6.4,30300
2006-10-31,6.4,6.5,6.4,6.5,36639
2006-11-01,6.5,6.5,6.5,6.5,20186
2006-11-02,6.5,6.5,6.41,6.41,55000
2006-11-03,6.41,6.5,6.45,6.45,127588
2006-11-06,6.45,7,6.6,7,47417
2006-11-07,7,8,7,7.1,102347
2006-11-08,7.1,8,7.1,7.8,13210422
2006-11-09,7.8,8,7.8,7.8,172396
2006-11-10,7.8,7.85,7.81,7.85,7750
2006-11-13,7.85,8.02,8,8.02,12906
2006-11-14,8.02,8.49,8.07,8.49,70643
2006-11-15,8.49,8.49,8.48,8.48,83400
2006-11-16,8.48,9,8.17,9,589096
2006-11-17,9,9.15,8.98,9,203477
2006-11-20,9,8.95,8.65,8.95,64439
2006-11-21,8.95,8.95,8.7,8.7,55556
2006-11-22,8.7,8.5,8.06,8.5,127336
2006-11-23,8.5,8.5,8.06,8.5,77277
2006-11-24,8.5,8.6,8.07,8.07,137816
2006-11-27,8.07,8.11,8.11,8.11,872
2006-11-28,8.11,9.05,8.08,9.05,35418
2006-11-29,9.05,9,9,9,60197
2006-11-30,9,9.5,8.9,8.91,192212
2006-12-01,8.91,9.6,9.49,9.51,1071825
2006-12-04,9.51,10,9.51,10,263781
2006-12-05,10,9.99,8.9,8.9,107389
2006-12-06,8.9,9.01,8.92,9,262660
2006-12-07,9,9.4,9,9.4,129458
2006-12-08,9.4,9.25,9.01,9.01,9800
2006-12-11,9.01,9.39,9.01,9.39,19044
2006-12-12,9.39,9.2,9.01,9.2,9675
2006-12-13,9.2,9.15,9,9,320862
2006-12-14,9,9.09,8.9,8.9,256890
2006-12-15,8.9,8.91,8.9,8.91,44792
2006-12-18,8.91,8.91,8.9,8.9,69787
2006-12-19,8.9,9.1,8.9,8.9,40392
2006-12-20,8.9,9,8.93,8.96,29345
2006-12-21,8.96,9.1,8.91,9.1,15643
2006-12-22,9.1,9.5,9.1,9.5,68244
2006-12-27,9.5,9.5,9.5,9.5,23031
2006-12-28,9.5,9.59,9.22,9.22,150080
2006-12-29,9.22,9.64,9.2,9.64,884752
2007-01-02,9.64,9.2,8.9,8.91,130598
2007-01-03,8.91,8.9,8.9,8.9,99200
2007-01-04,8.9,8.4,8.1,8.1,71956
2007-01-05,8.1,8.5,8.3,8.3,10033
2007-01-08,8.3,9,8.5,9,34167
2007-01-09,9,8.55,8.5,8.5,11800
2007-01-10,8.5,8.5,8.3,8.5,18560
2007-01-11,8.5,8.5,8.35,8.35,10000
2007-01-12,8.35,9,8.99,9,16000
2007-01-15,9,8.94,8.9,8.94,1000
2007-01-16,8.94,8.96,8.94,8.95,39310
2007-01-17,8.95,8.92,8.4,8.9,1190
2007-01-18,8.9,8.69,8.15,8.15,1100
2007-01-19,8.15,8.29,8.11,8.11,40870
2007-01-22,8.11,8.49,8.15,8.16,20426
2007-01-23,8.16,8.35,8.2,8.35,32140
2007-01-24,8.35,8.18,8.15,8.18,37177
2007-01-25,8.18,8.35,8.18,8.2,199750
2007-01-26,8.2,8.35,8.24,8.3,36986
2007-01-29,8.3,8.4,8.3,8.31,129559
2007-01-30,8.31,8.7,8.31,8.7,113866
2007-01-31,8.7,8.9,8.35,8.35,17327
2007-02-01,8.35,8.9,8.35,8.9,2225
2007-02-02,8.9,8.95,8.95,8.95,3000
2007-02-05,8.95,8.7,8.33,8.33,1354
2007-02-06,8.33,8.38,8.33,8.38,7586
2007-02-07,8.38,8.43,8.36,8.43,21496
2007-02-08,8.43,9.05,8.45,9.05,70226
2007-02-09,9.05,9,8.55,8.55,5026
2007-02-12,8.55,8.62,8.61,8.61,13429
2007-02-13,8.61,9,8.51,9,189387
2007-02-14,9,8.6,8.54,8.6,61903
2007-02-15,8.6,9.05,8.8,9,60111
2007-02-16,9,9,9,9,1228
2007-02-19,9,9,9,9,15735
2007-02-20,9,8.6,8.5,8.6,47537
2007-02-22,8.6,8.93,8.52,8.75,79860
2007-02-23,8.75,8.75,8.6,8.75,7435
2007-02-26,8.75,8.63,8.61,8.61,17898
2007-02-27,8.61,8.61,8.6,8.6,107100
2007-02-28,8.6,8.7,8.46,8.7,495754
2007-03-01,8.7,8.59,8.32,8.32,10770
2007-03-02,8.32,8.4,8.4,8.4,6666
2007-03-05,8.4,8.55,8.32,8.32,186200
2007-03-06,8.32,8.52,8.25,8.52,125584
2007-03-07,8.52,8.53,8.53,8.53,1500
2007-03-08,8.53,8.53,8.48,8.48,40167
2007-03-09,8.48,8.6,8.48,8.5,85152
2007-03-12,8.5,8.5,8.5,8.5,15400
2007-03-13,8.5,8.41,8.31,8.4,33725
2007-03-14,8.4,8.4,8.4,8.4,23285
2007-03-15,8.4,8.4,8.25,8.25,102000
2007-03-16,8.25,8.35,8.2,8.35,8000
2007-03-19,8.35,8.4,8.34,8.4,236442
2007-03-20,8.4,8.2,8.17,8.2,8247
2007-03-21,8.2,8.21,8.17,8.2,22005
2007-03-22,8.2,8.5,8.1,8.1,93433
2007-03-23,8.1,8.1,8.1,8.1,4250
2007-03-26,8.1,8.1,8.09,8.1,79371
2007-03-27,8.1,8.2,8.1,8.15,63785
2007-03-28,8.15,8.15,8.15,8.15,8000
2007-03-29,8.15,8.18,8.18,8.18,7109
2007-03-30,8.18,8.5,8.4,8.48,16900
2007-04-02,8.48,8.2,8.18,8.18,15680
2007-04-03,8.18,8.2,8.18,8.18,55904
2007-04-04,8.18,8.18,8.18,8.18,638
2007-04-05,8.18,8.18,8.18,8.18,12431
2007-04-10,8.18,8.18,8.18,8.18,14810
2007-04-11,8.18,8.19,8.18,8.18,28502
2007-04-12,8.18,8.19,8.18,8.18,74029
2007-04-13,8.18,8.18,8.16,8.18,3371
2007-04-16,8.18,8.18,8.18,8.18,14396
2007-04-17,8.18,8.2,8.2,8.2,36333
2007-04-18,8.2,8.23,8.2,8.2,48598
2007-04-19,8.2,8.21,8.2,8.2,27355
2007-04-20,8.2,8.2,8.2,8.2,22229
2007-04-23,8.2,8.25,8.2,8.25,22798
2007-04-24,8.25,8.3,8.25,8.3,318034
2007-04-26,8.3,8.3,8.3,8.3,43624
2007-04-27,8.3,8.3,8.3,8.3,6375
2007-04-30,8.3,8.3,8.25,8.28,76655
2007-05-01,8.28,8.26,8.26,8.26,20600
2007-05-02,8.26,8.3,8.25,8.3,113086
2007-05-03,8.3,8.5,8.3,8.5,58650
2007-05-04,8.5,8.5,8.27,8.5,22298
2007-05-07,8.5,8.35,8.27,8.35,64186
2007-05-08,8.35,8.5,8.28,8.29,154893
2007-05-09,8.29,8.5,8.27,8.5,57929
2007-05-10,8.5,8.5,8.33,8.36,89592
2007-05-11,8.36,8.5,8.4,8.5,11000
2007-05-14,8.5,8.49,8.4,8.4,16966
2007-05-15,8.4,8.4,8.3,8.3,143262
2007-05-16,8.3,8.3,8.3,8.3,92312
2007-05-17,8.3,8.3,8.3,8.3,15916
2007-05-18,8.3,8.25,8.2,8.25,40250
2007-05-21,8.25,8.21,8.2,8.2,4500
2007-05-22,8.2,8.3,8.22,8.3,74011
2007-05-24,8.3,8.4,8.25,8.4,124788
2007-05-28,8.4,8.4,8.4,8.4,58727
2007-05-29,8.4,8.4,8.33,8.35,12400
2007-05-30,8.35,8.4,8.35,8.4,30040
2007-05-31,8.4,8.4,8.38,8.4,2743
2007-06-01,8.4,8.5,8.4,8.5,111883
2007-06-04,8.5,8.41,8.4,8.41,4225
2007-06-05,8.41,8.5,8.21,8.21,21925
2007-06-06,8.21,8.4,8.21,8.29,38808
2007-06-07,8.29,8.42,8.32,8.42,124696
2007-06-08,8.42,8.43,8.42,8.43,12461
2007-06-11,8.43,8.43,8.35,8.36,51635
2007-06-12,8.36,8.38,8.36,8.37,54453
2007-06-13,8.37,8.4,8.4,8.4,20000
2007-06-14,8.4,8.6,8.46,8.46,50300
2007-06-15,8.46,8.5,8.46,8.47,44370
2007-06-18,8.47,8.5,8.48,8.5,56920
2007-06-19,8.5,8.5,8.48,8.5,74815
2007-06-20,8.5,8.5,8.5,8.5,30924
2007-06-21,8.5,8.5,8.5,8.5,636
2007-06-22,8.5,8.51,8.5,8.5,143638
2007-06-25,8.5,8.51,8.5,8.51,1240606
2007-06-26,8.51,8.51,8.51,8.51,103495
2007-06-27,8.51,8.5,8.5,8.5,31055
2007-06-28,8.5,8.51,8.26,8.51,18817
2007-06-29,8.51,8.7,8.51,8.7,234406
2007-07-02,8.7,8.54,8.53,8.53,49035
2007-07-03,8.53,8.53,8.53,8.53,16270
2007-07-04,8.53,8.32,8.3,8.31,79498
2007-07-05,8.31,8.35,8.31,8.31,19860
2007-07-06,8.31,8.32,8.31,8.31,20495
2007-07-09,8.31,8.35,8.31,8.31,61246
2007-07-10,8.31,8.31,8.31,8.31,1500
2007-07-11,8.31,8.55,8.32,8.55,22353
2007-07-12,8.55,8.55,8.4,8.4,19287
2007-07-13,8.4,8.5,8.45,8.5,23942
2007-07-16,8.5,8.5,8.5,8.5,11397
2007-07-17,8.5,8.65,8.55,8.65,37059
2007-07-18,8.65,8.41,8.32,8.41,17489
2007-07-20,8.41,9,8.48,9,261006
2007-07-23,9,9,8.5,9,3311
2007-07-24,9,10,8.5,8.5,246165
2007-07-25,8.5,9.5,8.51,9.5,344278
2007-07-26,9.5,9.5,9.25,9.5,588134
2007-07-27,9.5,9.5,9.1,9.1,31925
2007-07-30,9.1,9.5,9.05,9.5,11960
2007-07-31,9.5,10,9.5,9.52,364094
2007-08-02,9.52,10,9.95,9.99,82392
2007-08-03,9.99,10,9.55,9.55,108912
2007-08-07,9.55,9.7,9.65,9.7,42500
2007-08-08,9.7,9.7,9.5,9.61,45104
2007-08-09,9.61,9.75,9.6,9.75,87040
2007-08-10,9.75,9.9,9.9,9.9,505000
2007-08-13,9.9,10,9.51,9.51,504865
2007-08-14,9.51,9.6,9.5,9.6,449302
2007-08-15,9.6,10,9.99,10,7336
2007-08-16,10,9.6,9.2,9.5,10970
2007-08-17,9.5,9.6,9.6,9.6,100000
2007-08-21,9.6,10,9.6,10,403000
2007-08-22,10,9.6,9.52,9.6,1974
2007-08-23,9.6,11,9.6,10,72905
2007-08-24,10,11,9.99,11,402500
2007-08-27,11,9.8,9.71,9.8,210939
2007-08-28,9.8,9.8,9.8,9.8,4000
2007-08-29,9.8,10,10,10,2526882
2007-08-31,10,10,10,10,2946
2007-09-03,10,9.8,9.1,9.1,21000
2007-09-04,9.1,9.13,9.13,9.13,593
2007-09-05,9.13,10,9.46,9.5,15998
2007-09-06,9.5,10,9.51,10,291629
2007-09-07,10,10,9.6,10,43127
2007-09-11,10,10,9.75,10,195086
2007-09-12,10,9.5,9.5,9.5,36037
2007-09-13,9.5,9.5,9.5,9.5,5975
2007-09-14,9.5,9.55,9.5,9.55,12639
2007-09-17,9.55,9.55,9.51,9.51,601878
2007-09-18,9.51,10,9.8,10,1000000
2007-09-19,10,9.51,9.51,9.51,100000
2007-09-20,9.51,9.65,9.5,9.65,115182
2007-09-21,9.65,9.5,9.5,9.5,30200
2007-09-24,9.5,9.7,9.5,9.7,3850
2007-09-25,9.7,9.7,9.7,9.7,7500
2007-09-26,9.7,10,9.7,10,114918
2007-09-27,10,10,10,10,50000
2007-09-28,10,10,10,10,13372
2007-10-01,10,10,9.7,9.7,94219
2007-10-02,9.7,9.52,9.5,9.5,23935
2007-10-03,9.5,9.5,9.47,9.5,32014
2007-10-04,9.5,9.5,9.01,9.01,58943
2007-10-08,9.01,9.1,9.08,9.08,27270
2007-10-09,9.08,9.02,9,9,215000
2007-10-10,9,9,9,9,131018
2007-10-11,9,9,8.53,8.56,659125
2007-10-12,8.56,8.55,8.55,8.55,19000
2007-10-16,8.55,8.7,8.56,8.7,13542
2007-10-17,8.7,8.7,8.7,8.7,21053
2007-10-18,8.7,8.71,8.65,8.65,74437
2007-10-19,8.65,9,8.65,9,29600
2007-10-23,9,9,8.7,8.7,36517
2007-10-24,8.7,8.7,8.65,8.69,18040
2007-10-25,8.69,8.7,8.7,8.7,31541
2007-10-26,8.7,9,8.7,9,59050
2007-10-29,9,8.78,8.68,8.78,33906
2007-10-30,8.78,9,8.78,8.78,23918
2007-10-31,8.78,9,8.78,9,30295
2007-11-01,9,9,8.78,9,81882
2007-11-02,9,9.49,8.78,9,28756
2007-11-06,9,9,8.8,8.8,22176
2007-11-07,8.8,8.8,8.8,8.8,9500
2007-11-08,8.8,8.81,8.8,8.81,42513
2007-11-09,8.81,8.81,8.81,8.81,22226
2007-11-12,8.81,8.81,8.81,8.81,95855
2007-11-13,8.81,8.83,8.81,8.82,76883
2007-11-14,8.82,9.2,8.82,9.2,117391
2007-11-15,9.2,9.5,9.2,9.2,8000
2007-11-16,9.2,8.82,8.82,8.82,7000
2007-11-19,8.82,8.85,8.85,8.85,13275
2007-11-20,8.85,9,8.85,9,62045
2007-11-21,9,9,8.86,9,62968
2007-11-22,9,8.85,8.85,8.85,44120
2007-11-23,8.85,9.5,9,9.5,13041057
2007-11-26,9.5,10,8.8,8.8,1650
2007-11-27,8.8,8.8,8.8,8.8,100
2007-11-28,8.8,9,8.8,8.8,33246
2007-11-29,8.8,9.99,8.9,9.99,3953
2007-11-30,9.99,9,9,9,562
2007-12-03,9,9,9,9,400
2007-12-04,9,9.01,9,9.01,3224
2007-12-05,9.01,9.2,9.02,9.02,7125
2007-12-06,9.02,9.02,9.02,9.02,1480
2007-12-07,9.02,9.04,9,9.01,140336
2007-12-10,9.01,9.2,9.2,9.2,152271
2007-12-11,9.2,10,9.48,10,722442
2007-12-12,10,9.4,9.21,9.4,68166
2007-12-14,9.4,9.4,9.21,9.21,3600
2007-12-17,9.21,9.5,9.21,9.5,5686
2007-12-18,9.5,9.21,9.21,9.21,4293
2007-12-19,9.21,9.5,9.21,9.22,33850
2007-12-20,9.22,9.5,9.3,9.5,59289
2007-12-21,9.5,9.5,9.5,9.5,338228
2007-12-24,9.5,9.5,9.5,9.5,30383
2007-12-27,9.5,9.5,9.5,9.5,2638
2007-12-28,9.5,9.25,9.21,9.21,26352
2008-01-02,9.21,9.5,9.25,9.5,5736
2008-01-03,9.5,10.02,9.5,10,132101
2008-01-04,10,10,9.9,10,200000
2008-01-07,10,10.5,9.5,10,26255
2008-01-08,10,10.45,10.45,10.45,1350
2008-01-09,10.45,10,9.99,10,89567
2008-01-10,10,10,10,10,9101
2008-01-11,10,10.99,9.61,9.66,46708
2008-01-14,9.66,9.66,9.66,9.66,600
2008-01-15,9.66,9.7,9.6,9.7,725325
2008-01-16,9.7,10,9.99,10,34336
2008-01-17,10,10,9.99,10,261384
2008-01-18,10,10,10,10,279780
2008-01-21,10,10,9.5,9.5,504600
2008-01-22,9.5,9.6,9.51,9.6,643010
2008-01-23,9.6,9.7,9.51,9.7,14802
2008-01-24,9.7,10,9.7,10,763200
2008-01-25,10,10,10,10,5686
2008-01-28,10,10.2,10,10.01,1081720
2008-01-29,10.01,10.95,10,10.95,2040
2008-01-30,10.95,10.05,10.05,10.05,948
2008-02-01,10.05,10.3,10.01,10.15,11000
2008-02-04,10.15,10.5,10.15,10.2,211592
2008-02-05,10.2,10.01,9.8,9.8,756440
2008-02-07,9.8,10,9.7,9.7,131910
2008-02-08,9.7,10,10,10,139494
2008-02-11,10,10,9.7,10,33887
2008-02-12,10,10,9.8,9.85,24272
2008-02-13,9.85,10,9.9,10,113570
2008-02-14,10,10.05,10,10.05,21494
2008-02-15,10.05,10.3,10.02,10.3,550000
2008-02-19,10.3,10.2,10.08,10.2,55451
2008-02-20,10.2,10.2,10.18,10.2,75699
2008-02-21,10.2,10.3,10.2,10.3,31917
2008-02-22,10.3,10.13,10.08,10.13,164752
2008-02-25,10.13,10.13,10.13,10.13,1000
2008-02-26,10.13,10.2,10.03,10.03,117450
2008-02-28,10.03,10.1,10.03,10.03,23200
2008-02-29,10.03,10.1,10.03,10.03,82276
2008-03-03,10.03,10,9.8,9.8,2900
2008-03-04,9.8,9.9,9.8,9.8,377779
2008-03-05,9.8,9.81,9.8,9.81,57139
2008-03-06,9.81,9.82,9.8,9.81,28731
2008-03-07,9.81,9.81,9.81,9.81,355086
2008-03-10,9.81,9.8,9.8,9.8,1874
2008-03-11,9.8,9.81,9.8,9.8,4204
2008-03-12,9.8,9.85,9.8,9.81,38462
2008-03-13,9.81,9.81,9.8,9.8,16810
2008-03-14,9.8,9.8,9.8,9.8,13575
2008-03-17,9.8,9.81,9.81,9.81,43628
2008-03-18,9.81,9.85,9.8,9.8,19846
2008-03-19,9.8,9.8,9.8,9.8,112119
2008-03-20,9.8,9.85,9.8,9.8,53271
2008-03-26,9.8,9.95,9.82,9.95,18560
2008-03-27,9.95,9.82,9.8,9.8,47504
2008-03-28,9.8,9.9,9.8,9.9,11533
2008-04-01,9.9,9.82,9.82,9.82,3000
2008-04-02,9.82,10,10,10,5436
2008-04-03,10,10,10,10,125210
2008-04-04,10,10,9.8,10,5978
2008-04-07,10,10,9.8,9.8,9090
2008-04-08,9.8,9.98,9.9,9.9,4315
2008-04-09,9.9,10.29,10,10,539638
2008-04-11,10,9.98,9.8,9.9,54276
2008-04-14,9.9,9.75,9.69,9.75,85996
2008-04-15,9.75,9.75,9.75,9.75,1347
2008-04-16,9.75,10,9.75,10,149326
2008-04-17,10,9.7,9.5,9.5,22956
2008-04-18,9.5,9.5,9.08,9.08,2536
2008-04-21,9.08,9.5,9.08,9.5,1047
2008-04-22,9.5,9.51,9.5,9.5,18073
2008-04-23,9.5,9.5,9.5,9.5,1500
2008-04-24,9.5,9.5,9.2,9.5,512500
2008-04-25,9.5,9.5,9.5,9.5,1000000
2008-04-29,9.5,9.22,9.2,9.22,17502
2008-04-30,9.22,9.26,9.22,9.26,64535
2008-05-01,9.26,9.5,9.28,9.5,80540
2008-05-02,9.5,9.6,9.6,9.6,22331
2008-05-05,9.6,9.65,9.6,9.6,13886
2008-05-06,9.6,9.5,9.5,9.5,15227
2008-05-07,9.5,9.9,9.5,9.85,585555
2008-05-08,9.85,9.85,9.85,9.85,2874
2008-05-09,9.85,9.85,9.85,9.85,8103
2008-05-12,9.85,10,9.5,9.52,10865
2008-05-15,9.52,9.99,9.5,9.99,20074
2008-05-16,9.99,9.6,9.5,9.6,17399
2008-05-19,9.6,9.6,9.6,9.6,11540
2008-05-20,9.6,9.6,9.6,9.6,236
2008-05-21,9.6,9.61,9.55,9.55,32000
2008-05-22,9.55,9.56,9.56,9.56,36979
2008-05-26,9.56,9.56,9.56,9.56,18886
2008-05-27,9.56,9.56,9.56,9.56,1000
2008-05-28,9.56,9.57,9.5,9.55,28523
2008-05-29,9.55,9.99,9.55,9.99,15385
2008-05-30,9.99,9.6,9.6,9.6,2000
2008-06-02,9.6,9.94,9.66,9.66,36000
2008-06-03,9.66,9.7,9.7,9.7,2500
2008-06-05,9.7,9.67,9.52,9.52,106604
2008-06-06,9.52,9.65,9.51,9.6,30200
2008-06-09,9.6,9.6,9.6,9.6,10051
2008-06-10,9.6,9.6,9.6,9.6,100
2008-06-11,9.6,9.6,9.59,9.6,10265
2008-06-12,9.6,9.51,9.5,9.5,61218
2008-06-13,9.5,9.6,9.6,9.6,600
2008-06-16,9.6,9.5,9.5,9.5,200
2008-06-17,9.5,9.5,9.35,9.35,3170
2008-06-18,9.35,9.4,9.4,9.4,15148
2008-06-19,9.4,9.6,9.6,9.6,254164
2008-06-23,9.6,9.9,9.6,9.9,6275
2008-06-25,9.9,9.9,9.85,9.9,54250
2008-06-26,9.9,9.71,9.7,9.7,6606
2008-06-27,9.7,9.7,9.6,9.6,69765
2008-06-30,9.6,9.8,9.8,9.8,867
2008-07-01,9.8,9.75,9.75,9.75,300
2008-07-02,9.75,9.51,9.51,9.51,2470
2008-07-03,9.51,9.52,9.51,9.52,14569
2008-07-04,9.52,9.55,9.51,9.51,1790
2008-07-07,9.51,9.53,9.53,9.53,1025
2008-07-08,9.53,9.54,9.53,9.53,12336
2008-07-09,9.53,9.53,9.53,9.53,7849
2008-07-10,9.53,9.9,9.6,9.9,1181554
2008-07-11,9.9,9.89,9.89,9.89,18264
2008-07-14,9.89,9.9,9.7,9.9,44224
2008-07-15,9.9,9.9,9.7,9.7,33550
2008-07-16,9.7,9.7,9.65,9.65,10000
2008-07-17,9.65,10,9.7,10,444725
2008-07-18,10,9.61,9.61,9.61,120
2008-07-21,9.61,9.61,9.5,9.5,1551698
2008-07-22,9.5,9.5,9.5,9.5,17712
2008-07-23,9.5,9.5,9.45,9.5,22042
2008-07-24,9.5,9.5,9.41,9.41,21273
2008-07-25,9.41,9.41,9.41,9.41,18552
2008-07-28,9.41,9.45,9.41,9.45,55000
2008-07-29,9.45,9.5,9.42,9.5,6100
2008-07-30,9.5,9.5,9.42,9.42,4500
2008-07-31,9.42,9.42,9.42,9.42,9800
2008-08-04,9.42,9.42,9.42,9.42,5732
2008-08-05,9.42,9.45,9.4,9.4,25567
2008-08-07,9.4,9.27,9.21,9.21,306300
2008-08-08,9.21,9.25,9.21,9.21,95165
2008-08-11,9.21,9.21,9.2,9.2,268665
2008-08-12,9.2,8.9,8.85,8.9,102000
2008-08-13,8.9,8.9,8.85,8.9,29582
2008-08-14,8.9,9,8.85,9,5594
2008-08-15,9,9,9,9,350
2008-08-18,9,8.95,8.95,8.95,15575
2008-08-19,8.95,9,9,9,20865
2008-08-20,9,9.01,9.01,9.01,10000
2008-08-21,9.01,9.01,9.01,9.01,25000
2008-08-22,9.01,9.02,9,9.01,29625
2008-08-25,9.01,9,9,9,797542
2008-08-26,9,8.9,8.85,8.9,10970
2008-08-27,8.9,8.85,8.85,8.85,59200
2008-08-28,8.85,8.85,8.85,8.85,3000
2008-09-02,8.85,9.5,9.2,9.5,19000
2008-09-03,9.5,9.2,9,9.2,16000
2008-09-04,9.2,9.2,9,9,16200
2008-09-05,9,9,9,9,11751
2008-09-08,9,9,8.95,9,7658
2008-09-09,9,9,9,9,9300
2008-09-11,9,9,9,9,5911
2008-09-12,9,9,9,9,7165
2008-09-15,9,9,9,9,10000
2008-09-16,9,9,9,9,6509
2008-09-17,9,8.95,8.9,8.9,18539
2008-09-18,8.9,8.9,8.85,8.85,42136
2008-09-22,8.85,8.85,8.85,8.85,2336
2008-09-23,8.85,8.85,8.85,8.85,3999
2008-09-24,8.85,8.85,8.8,8.8,41977
2008-09-25,8.8,8.8,8.8,8.8,9530
2008-09-26,8.8,8.85,8.8,8.8,16500
2008-09-29,8.8,8.89,8.75,8.75,22057
2008-09-30,8.75,8.75,8.75,8.75,2312
2008-10-01,8.75,8.8,8.75,8.75,62115
2008-10-02,8.75,8.75,8.75,8.75,48027
2008-10-03,8.75,8.75,8,8,123887
2008-10-06,8,8,7.95,7.95,31300
2008-10-07,7.95,7.96,7.96,7.96,41200
2008-10-08,7.96,8.25,7.95,8,18116
2008-10-09,8,8,8,8,3572
2008-10-10,8,8,7.95,7.95,66606
2008-10-13,7.95,7.8,7.8,7.8,9744
2008-10-14,7.8,8.9,7.95,8.8,1009929
2008-10-15,8.8,8.25,8.25,8.25,6005
2008-10-17,8.25,7.9,7.9,7.9,1500
2008-10-22,7.9,7.9,7.76,7.77,23133
2008-10-23,7.77,7.95,7.9,7.95,20234
2008-10-27,7.95,7.55,7.5,7.5,165900
2008-10-28,7.5,7.5,7.49,7.49,3888
2008-10-29,7.49,7,6.01,6.01,142960
2008-10-30,6.01,6.02,6,6.02,11636
2008-10-31,6.02,6.06,6.02,6.04,120100
2008-11-03,6.04,6.05,6,6,119377
2008-11-04,6,6.5,6.5,6.5,279825
2008-11-06,6.5,6.56,6.55,6.55,82583
2008-11-10,6.55,6.56,6.55,6.55,47500
2008-11-11,6.55,6.55,6.45,6.45,7000
2008-11-12,6.45,6.45,6.45,6.45,12500
2008-11-14,6.45,6.1,6.1,6.1,4907
2008-11-17,6.1,6.1,6.1,6.1,350
2008-11-18,6.1,6.1,6.1,6.1,1700
2008-11-19,6.1,6.1,6.1,6.1,73786
2008-11-20,6.1,6.1,6,6,496191
2008-11-21,6,6.49,6,6,7952
2008-11-24,6,6,6,6,10000
2008-11-25,6,5.8,5.8,5.8,50200
2008-11-26,5.8,5.8,5.8,5.8,400
2008-11-27,5.8,5.8,5.01,5.01,7483
2008-12-01,5.01,5.01,5.01,5.01,8927
2008-12-02,5.01,5,5,5,900
2008-12-03,5,5.01,4.5,4.5,141486
2008-12-04,4.5,4.5,4,4,24600
2008-12-05,4,3.9,3.9,3.9,27689
2008-12-08,3.9,3.91,3.9,3.9,8500
2008-12-09,3.9,3.9,3.51,3.51,174354
2008-12-10,3.51,3.52,3.5,3.5,63383
2008-12-11,3.5,4,3.5,3.56,94216
2008-12-12,3.56,3.6,3.6,3.6,11337
2008-12-15,3.6,3.95,3.95,3.95,600
2008-12-16,3.95,4.12,4.12,4.12,7000
2008-12-17,4.12,4.01,4,4,61750
2008-12-19,4,4.02,4.02,4.02,10750
2008-12-22,4.02,4.35,4.07,4.35,6900
2008-12-23,4.35,4.06,4.06,4.06,2691
2008-12-29,4.06,4.06,4,4,302509
2008-12-30,4,4.01,4,4.01,11000
2008-12-31,4.01,4.01,3.95,3.95,35000
2009-01-02,3.95,4,3.95,4,55500
2009-01-05,4,4,3.85,3.85,36794
2009-01-07,3.85,3.9,3.85,3.9,32500
2009-01-08,3.9,3.9,3.9,3.9,7850
2009-01-09,3.9,3.9,3.9,3.9,16875
2009-01-13,3.9,3.9,3.8,3.8,2750
2009-01-14,3.8,3.85,3.8,3.85,1500
2009-01-16,3.85,4.4,3.85,4.4,9353
2009-01-20,4.4,4.45,4.4,4.45,1000
2009-01-22,4.45,4.45,4.45,4.45,717
2009-01-26,4.45,4.51,4.45,4.51,4200
2009-01-28,4.51,4.65,4.51,4.65,8680
2009-01-29,4.65,4.65,4.5,4.5,3375
2009-01-30,4.5,4.5,4.5,4.5,8525
2009-02-02,4.5,4.51,4.5,4.51,13000
2009-02-03,4.51,4.51,4.51,4.51,5911
2009-02-04,4.51,4.51,4.51,4.51,900
2009-02-05,4.51,4.52,4.51,4.52,1500
2009-02-06,4.52,4.52,4.5,4.5,2400
2009-02-10,4.5,4.5,4.5,4.5,12300
2009-02-11,4.5,4.5,4.01,4.01,119473
2009-02-13,4.01,4.01,4,4,55844
2009-02-16,4,4,4,4,13006
2009-02-17,4,4,3.9,3.9,19886
2009-02-18,3.9,4,3.9,4,38000
2009-02-19,4,4,4,4,56399
2009-02-26,4,4,4,4,940
2009-02-27,4,4,4,4,5827
2009-03-02,4,4,3.73,3.73,10101
2009-03-03,3.73,3.85,3.73,3.85,3365
2009-03-06,3.85,3.85,3.49,3.49,500
2009-03-09,3.49,3.49,3.49,3.49,2500
2009-03-10,3.49,3.5,3.49,3.5,27342
2009-03-11,3.5,3.5,3.5,3.5,511830
2009-03-12,3.5,3.5,3.39,3.39,19975
2009-03-13,3.39,3.4,3.39,3.4,53233
2009-03-16,3.4,3.5,3.4,3.5,194930
2009-03-17,3.5,3.5,3.5,3.5,6750
2009-03-23,3.5,3.52,3.5,3.52,75000
2009-03-24,3.52,3.52,3.5,3.5,800
2009-03-27,3.5,3.6,3.5,3.6,3450
2009-04-02,3.6,3.61,3.6,3.61,1041
2009-04-06,3.61,3.61,3.61,3.61,84375
